id,bankssts_numvert,caudalanteriorcingulate_numvert,caudalmiddlefrontal_numvert,cuneus_numvert,entorhinal_numvert,fusiform_numvert,inferiorparietal_numvert,inferiortemporal_numvert,isthmuscingulate_numvert,lateraloccipital_numvert,lateralorbitofrontal_numvert,lingual_numvert,medialorbitofrontal_numvert,middletemporal_numvert,parahippocampal_numvert,paracentral_numvert,parsopercularis_numvert,parsorbitalis_numvert,parstriangularis_numvert,pericalcarine_numvert,postcentral_numvert,posteriorcingulate_numvert,precentral_numvert,precuneus_numvert,rostralanteriorcingulate_numvert,rostralmiddlefrontal_numvert,superiorfrontal_numvert,superiorparietal_numvert,superiortemporal_numvert,supramarginal_numvert,frontalpole_numvert,temporalpole_numvert,transversetemporal_numvert,insula_numvert,bankssts_surfarea,caudalanteriorcingulate_surfarea,caudalmiddlefrontal_surfarea,cuneus_surfarea,entorhinal_surfarea,fusiform_surfarea,inferiorparietal_surfarea,inferiortemporal_surfarea,isthmuscingulate_surfarea,lateraloccipital_surfarea,lateralorbitofrontal_surfarea,lingual_surfarea,medialorbitofrontal_surfarea,middletemporal_surfarea,parahippocampal_surfarea,paracentral_surfarea,parsopercularis_surfarea,parsorbitalis_surfarea,parstriangularis_surfarea,pericalcarine_surfarea,postcentral_surfarea,posteriorcingulate_surfarea,precentral_surfarea,precuneus_surfarea,rostralanteriorcingulate_surfarea,rostralmiddlefrontal_surfarea,superiorfrontal_surfarea,superiorparietal_surfarea,superiortemporal_surfarea,supramarginal_surfarea,frontalpole_surfarea,temporalpole_surfarea,transversetemporal_surfarea,insula_surfarea,bankssts_grayvol,caudalanteriorcingulate_grayvol,caudalmiddlefrontal_grayvol,cuneus_grayvol,entorhinal_grayvol,fusiform_grayvol,inferiorparietal_grayvol,inferiortemporal_grayvol,isthmuscingulate_grayvol,lateraloccipital_grayvol,lateralorbitofrontal_grayvol,lingual_grayvol,medialorbitofrontal_grayvol,middletemporal_grayvol,parahippocampal_grayvol,paracentral_grayvol,parsopercularis_grayvol,parsorbitalis_grayvol,parstriangularis_grayvol,pericalcarine_grayvol,postcentral_grayvol,posteriorcingulate_grayvol,precentral_grayvol,precuneus_grayvol,rostralanteriorcingulate_grayvol,rostralmiddlefrontal_grayvol,superiorfrontal_grayvol,superiorparietal_grayvol,superiortemporal_grayvol,supramarginal_grayvol,frontalpole_grayvol,temporalpole_grayvol,transversetemporal_grayvol,insula_grayvol,bankssts_thickavg,caudalanteriorcingulate_thickavg,caudalmiddlefrontal_thickavg,cuneus_thickavg,entorhinal_thickavg,fusiform_thickavg,inferiorparietal_thickavg,inferiortemporal_thickavg,isthmuscingulate_thickavg,lateraloccipital_thickavg,lateralorbitofrontal_thickavg,lingual_thickavg,medialorbitofrontal_thickavg,middletemporal_thickavg,parahippocampal_thickavg,paracentral_thickavg,parsopercularis_thickavg,parsorbitalis_thickavg,parstriangularis_thickavg,pericalcarine_thickavg,postcentral_thickavg,posteriorcingulate_thickavg,precentral_thickavg,precuneus_thickavg,rostralanteriorcingulate_thickavg,rostralmiddlefrontal_thickavg,superiorfrontal_thickavg,superiorparietal_thickavg,superiortemporal_thickavg,supramarginal_thickavg,frontalpole_thickavg,temporalpole_thickavg,transversetemporal_thickavg,insula_thickavg,bankssts_thickstd,caudalanteriorcingulate_thickstd,caudalmiddlefrontal_thickstd,cuneus_thickstd,entorhinal_thickstd,fusiform_thickstd,inferiorparietal_thickstd,inferiortemporal_thickstd,isthmuscingulate_thickstd,lateraloccipital_thickstd,lateralorbitofrontal_thickstd,lingual_thickstd,medialorbitofrontal_thickstd,middletemporal_thickstd,parahippocampal_thickstd,paracentral_thickstd,parsopercularis_thickstd,parsorbitalis_thickstd,parstriangularis_thickstd,pericalcarine_thickstd,postcentral_thickstd,posteriorcingulate_thickstd,precentral_thickstd,precuneus_thickstd,rostralanteriorcingulate_thickstd,rostralmiddlefrontal_thickstd,superiorfrontal_thickstd,superiorparietal_thickstd,superiortemporal_thickstd,supramarginal_thickstd,frontalpole_thickstd,temporalpole_thickstd,transversetemporal_thickstd,insula_thickstd,bankssts_meancurv,caudalanteriorcingulate_meancurv,caudalmiddlefrontal_meancurv,cuneus_meancurv,entorhinal_meancurv,fusiform_meancurv,inferiorparietal_meancurv,inferiortemporal_meancurv,isthmuscingulate_meancurv,lateraloccipital_meancurv,lateralorbitofrontal_meancurv,lingual_meancurv,medialorbitofrontal_meancurv,middletemporal_meancurv,parahippocampal_meancurv,paracentral_meancurv,parsopercularis_meancurv,parsorbitalis_meancurv,parstriangularis_meancurv,pericalcarine_meancurv,postcentral_meancurv,posteriorcingulate_meancurv,precentral_meancurv,precuneus_meancurv,rostralanteriorcingulate_meancurv,rostralmiddlefrontal_meancurv,superiorfrontal_meancurv,superiorparietal_meancurv,superiortemporal_meancurv,supramarginal_meancurv,frontalpole_meancurv,temporalpole_meancurv,transversetemporal_meancurv,insula_meancurv,bankssts_gauscurv,caudalanteriorcingulate_gauscurv,caudalmiddlefrontal_gauscurv,cuneus_gauscurv,entorhinal_gauscurv,fusiform_gauscurv,inferiorparietal_gauscurv,inferiortemporal_gauscurv,isthmuscingulate_gauscurv,lateraloccipital_gauscurv,lateralorbitofrontal_gauscurv,lingual_gauscurv,medialorbitofrontal_gauscurv,middletemporal_gauscurv,parahippocampal_gauscurv,paracentral_gauscurv,parsopercularis_gauscurv,parsorbitalis_gauscurv,parstriangularis_gauscurv,pericalcarine_gauscurv,postcentral_gauscurv,posteriorcingulate_gauscurv,precentral_gauscurv,precuneus_gauscurv,rostralanteriorcingulate_gauscurv,rostralmiddlefrontal_gauscurv,superiorfrontal_gauscurv,superiorparietal_gauscurv,superiortemporal_gauscurv,supramarginal_gauscurv,frontalpole_gauscurv,temporalpole_gauscurv,transversetemporal_gauscurv,insula_gauscurv,bankssts_foldind,caudalanteriorcingulate_foldind,caudalmiddlefrontal_foldind,cuneus_foldind,entorhinal_foldind,fusiform_foldind,inferiorparietal_foldind,inferiortemporal_foldind,isthmuscingulate_foldind,lateraloccipital_foldind,lateralorbitofrontal_foldind,lingual_foldind,medialorbitofrontal_foldind,middletemporal_foldind,parahippocampal_foldind,paracentral_foldind,parsopercularis_foldind,parsorbitalis_foldind,parstriangularis_foldind,pericalcarine_foldind,postcentral_foldind,posteriorcingulate_foldind,precentral_foldind,precuneus_foldind,rostralanteriorcingulate_foldind,rostralmiddlefrontal_foldind,superiorfrontal_foldind,superiorparietal_foldind,superiortemporal_foldind,supramarginal_foldind,frontalpole_foldind,temporalpole_foldind,transversetemporal_foldind,insula_foldind,bankssts_curvind,caudalanteriorcingulate_curvind,caudalmiddlefrontal_curvind,cuneus_curvind,entorhinal_curvind,fusiform_curvind,inferiorparietal_curvind,inferiortemporal_curvind,isthmuscingulate_curvind,lateraloccipital_curvind,lateralorbitofrontal_curvind,lingual_curvind,medialorbitofrontal_curvind,middletemporal_curvind,parahippocampal_curvind,paracentral_curvind,parsopercularis_curvind,parsorbitalis_curvind,parstriangularis_curvind,pericalcarine_curvind,postcentral_curvind,posteriorcingulate_curvind,precentral_curvind,precuneus_curvind,rostralanteriorcingulate_curvind,rostralmiddlefrontal_curvind,superiorfrontal_curvind,superiorparietal_curvind,superiortemporal_curvind,supramarginal_curvind,frontalpole_curvind,temporalpole_curvind,transversetemporal_curvind,insula_curvind
24157-m204-nis19-10672,1422.0,1067.0,2736.0,2035.0,529.0,4488.0,7058.0,5664.0,1498.0,9316.0,3447.0,4179.0,2816.0,5228.0,993.0,2259.0,2128.0,1020.0,2028.0,2066.0,6166.0,1693.0,7277.0,5324.0,1488.0,9085.0,11121.0,7529.0,5534.0,6145.0,416.0,668.0,714.0,3727.0,1019.0,706.0,1857.0,1330.0,361.0,3139.0,4699.0,3763.0,973.0,5692.0,2346.0,2790.0,1902.0,3558.0,694.0,1275.0,1426.0,677.0,1351.0,1409.0,3771.0,1152.0,4384.0,3589.0,989.0,6141.0,7488.0,4698.0,3705.0,4113.0,276.0,462.0,400.0,2465.0,2639.0,1926.0,4957.0,2274.0,2336.0,9537.0,13105.0,12003.0,2413.0,13791.0,7009.0,5576.0,4985.0,12972.0,2517.0,3813.0,4222.0,2297.0,3881.0,1762.0,8852.0,3227.0,13314.0,9422.0,3073.0,16013.0,23095.0,11771.0,12028.0,12038.0,1004.0,2775.0,1075.0,7239.0,2.637,2.717,2.577,1.722,3.971,2.8760000000000003,2.526,2.67,2.53,2.1919999999999997,2.694,1.911,2.415,2.969,3.09,2.7239999999999998,2.634,2.614,2.4619999999999997,1.4780000000000002,2.108,2.6830000000000003,2.785,2.539,2.812,2.312,2.714,2.294,2.867,2.638,2.638,3.971,2.583,2.9930000000000003,0.435,0.442,0.409,0.431,0.7290000000000001,0.67,0.579,0.745,0.794,0.597,0.652,0.634,0.733,0.621,0.836,0.51,0.473,0.5379999999999999,0.483,0.402,0.6659999999999999,0.638,0.623,0.556,0.535,0.498,0.5710000000000001,0.518,0.625,0.563,0.489,0.726,0.366,0.73,0.098,0.113,0.114,0.141,0.109,0.13,0.127,0.13,0.13699999999999998,0.133,0.129,0.129,0.121,0.124,0.08,0.08800000000000001,0.11599999999999999,0.147,0.114,0.13699999999999998,0.09699999999999999,0.13,0.102,0.12300000000000001,0.11800000000000001,0.135,0.12300000000000001,0.125,0.099,0.126,0.168,0.132,0.11699999999999999,0.111,0.016,0.012,0.019,0.03,0.021,0.027999999999999997,0.025,0.031,0.038,0.03,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.025,0.011000000000000001,0.017,0.024,0.027999999999999997,0.02,0.031,0.017,0.026000000000000002,0.019,0.025,0.022000000000000002,0.027999999999999997,0.023,0.024,0.016,0.024,0.040999999999999995,0.027000000000000003,0.025,0.027999999999999997,10.0,13.0,23.0,27.0,4.0,54.0,87.0,93.0,25.0,114.0,48.0,49.0,43.0,78.0,4.0,29.0,24.0,15.0,22.0,22.0,49.0,29.0,58.0,59.0,21.0,134.0,122.0,84.0,52.0,73.0,7.0,8.0,7.0,38.0,0.9,0.5,2.2,2.5,0.4,5.3,7.2,6.9,2.2,11.2,4.0,4.7,3.2,5.1,0.3,1.7,2.0,1.1,1.6,2.7,4.4,1.5,5.7,5.3,1.3,10.3,10.1,7.3,3.6,5.7,0.9,0.7,0.7,3.6
24157-m204-nis20-10672,1508.0,1068.0,2773.0,1906.0,551.0,4937.0,6763.0,5872.0,1494.0,8753.0,3723.0,4071.0,3035.0,5279.0,1051.0,2078.0,2104.0,1037.0,2117.0,2114.0,5924.0,1690.0,7214.0,5245.0,1525.0,9292.0,11014.0,7207.0,5642.0,6143.0,422.0,659.0,754.0,3674.0,1083.0,717.0,1886.0,1257.0,360.0,3324.0,4668.0,3920.0,971.0,5554.0,2545.0,2723.0,2032.0,3602.0,726.0,1285.0,1435.0,698.0,1394.0,1430.0,3792.0,1175.0,4513.0,3571.0,1005.0,6282.0,7504.0,4686.0,3801.0,4203.0,278.0,456.0,443.0,2421.0,2650.0,1996.0,4939.0,2361.0,1953.0,10155.0,12928.0,12928.0,2411.0,13857.0,7379.0,6103.0,5616.0,13999.0,2613.0,3686.0,4327.0,2480.0,4079.0,1968.0,8809.0,3235.0,13067.0,8989.0,3260.0,16896.0,22872.0,11569.0,12580.0,11902.0,1060.0,2504.0,1160.0,7083.0,2.524,2.7310000000000003,2.52,1.819,3.675,2.853,2.481,2.721,2.29,2.237,2.66,2.057,2.531,3.0789999999999997,3.0380000000000003,2.609,2.6239999999999997,2.699,2.502,1.597,2.062,2.501,2.658,2.403,2.888,2.369,2.673,2.261,2.917,2.4930000000000003,2.7510000000000003,3.667,2.543,2.947,0.45799999999999996,0.373,0.41100000000000003,0.442,0.743,0.6779999999999999,0.591,0.735,0.797,0.564,0.6759999999999999,0.619,0.6970000000000001,0.664,0.894,0.49700000000000005,0.473,0.49700000000000005,0.40299999999999997,0.435,0.623,0.586,0.585,0.564,0.446,0.515,0.5,0.475,0.657,0.595,0.491,0.635,0.505,0.7509999999999999,0.102,0.11900000000000001,0.115,0.139,0.11599999999999999,0.128,0.131,0.133,0.135,0.139,0.131,0.131,0.11699999999999999,0.124,0.09,0.098,0.122,0.14800000000000002,0.115,0.131,0.106,0.138,0.11,0.127,0.11900000000000001,0.135,0.124,0.131,0.102,0.136,0.159,0.151,0.127,0.113,0.02,0.013000000000000001,0.021,0.028999999999999998,0.052000000000000005,0.036000000000000004,0.027999999999999997,0.034,0.032,0.033,0.034,0.032,0.03,0.027000000000000003,0.017,0.02,0.024,0.027999999999999997,0.022000000000000002,0.031,0.02,0.027999999999999997,0.067,0.031,0.027000000000000003,0.028999999999999998,0.025,0.027000000000000003,0.033,0.031,0.044000000000000004,0.055,0.037000000000000005,0.028999999999999998,11.0,12.0,23.0,25.0,6.0,62.0,81.0,91.0,23.0,120.0,49.0,52.0,43.0,72.0,5.0,14.0,26.0,16.0,24.0,21.0,53.0,27.0,664.0,62.0,24.0,141.0,125.0,89.0,54.0,82.0,7.0,9.0,8.0,36.0,1.2,0.6,2.4,2.2,1.2,6.7,7.7,8.4,2.0,11.6,4.7,5.0,3.4,5.4,0.7,1.7,2.1,1.2,1.8,2.8,4.8,1.8,32.7,6.7,1.6,10.8,10.8,8.0,4.3,7.6,0.9,1.6,1.1,3.8
